id,name,type,flags,description
5103,Eagle's Revelation,Default,['Permanent'],
8998,King Crab of Castora,Default,['Permanent'],The Seneschal of Waves might take issue with your royal status.
5586,Rallying the Exalted,Default,['Permanent'],
4225,[FTT 302] Proficient Dynamics—Area Damage Level 3,Default,"['RepairOnLogin', 'Permanent']",
3092,Sensor Scouter—Bloodtide Coast,Default,['Permanent'],
1109,Tower Hybrid Slayer,Default,['Daily'],
8563,Mistburned Barrens Insight: Grand Athenaeum,Default,['Permanent'],
8430,Road of Victory II,Default,"['Pvp', 'Permanent']",
5960,End Conjecture,Default,['Permanent'],
8975,Shipwreck Strand Insight: Hullgarden,Default,['Permanent'],
8494,"Sweet Moves, You Have",Default,['Permanent'],Journal: Battle's Eve
4151,(Annual) World 2 Classic,Default,['Permanent'],"If you never run, you'll never see the end of the trail."
6654,Defeating Veterans in the Ruins of Orr,Default,['Permanent'],
6345,All to Code,Default,['Permanent'],
8031,Free Kryptis Essence: Silver,Default,['Permanent'],
8196,Shard Scouter,Default,['Permanent'],
1662,Mess with the Bull...,Default,['Permanent'],Story Instance: Discovering Scarlet's Breakthrough
6123,Got Her Back,Default,['Permanent'],Does this make you an honorary Aetherblade?
7803,Turret Takedown,Default,['Permanent'],
4281,Gauntlet Contender,Default,"['Pvp', 'Permanent']",
5258,Special Mission: Bolster the Lighthouse,Default,"['RequiresUnlock', 'Permanent']",
2902,Daily Tier 2 Uncategorized,Default,['Daily'],
6831,Reflective Koi Weapon Collection,ItemSet,"['IgnoreNearlyComplete', 'Pvp', 'Hidden', 'RepairOnLogin', 'Permanent']",
814,Mini Collection—Set II,Default,"['IgnoreNearlyComplete', 'Hidden', 'Permanent']",Master of miniature mayhem.
393,Open Grave,Default,['Permanent'],Pest-free ocean front property.
6468,Seitung Province Meta-Event,Default,['Permanent'],
3244,Donation Defender,Default,['Permanent'],
8982,Dubious Exit,Default,"['Hidden', 'Permanent']",There's always a sewer level.
6945,Daily Tier 3 Silent Surf,Default,['Daily'],
6943,Daily Tier 2 Silent Surf,Default,['Daily'],
6458,Valdhertz Victor,Default,['Permanent'],
1336,Wurm Hurdler,Default,['Permanent'],
4867,(Annual) Mantle Mauler,Default,"['Pvp', 'Permanent']",
3400,Go Nuts with the Scanning,Default,['Permanent'],"Story Instance: Heart of the Volcano<br><br>""A Scan a Day..."""
793,Hot-Air Balloonist,Default,['Daily'],
8755,Close the Door,Default,['Permanent'],Don't let it hit you on the way out.
580,Daily Tournament Matches Won,Default,"['Pvp', 'Daily']","Clawing your way to first place, one match at at time."
8922,No-Hit Run,Default,['Permanent'],Now if only someone had seen you do it.
7222,Oblige Obscure,Default,['Permanent'],"A thousand secrets, and half of them are lethal. It's best not to get lost..."
265,Champion Brawler,Default,"['Pvp', 'Permanent']",Think you're the best? Prove it!
9030,Alliance Field Operative: Boots on the Ground,Default,['Permanent'],
3676,Necropolis Supply Run: Silver,Default,['Permanent'],
7765,Reliving the Seasons 1,Default,['Permanent'],
4395,Regulars on the Tour,Default,['Permanent'],"Not a pawn, but a participant!"
4085,Sparking Celebration,Default,"['Pvp', 'Permanent']",
5953,Return to The Test Subject,Default,['Permanent'],
6583,Defeating World Bosses II,Default,['Permanent'],
9018,Old Magic: Gold,Default,['Permanent'],
9041,Daily Inquest Hologram,Default,['Daily'],
4238,"I'm Brave, You Know",Default,['Permanent'],"Journal: I'm Brave, You Know"
4894,Champion Rush Community Goal: Tier 4,Default,['Permanent'],
1859,Daily Thief Winner,Default,"['Pvp', 'Daily']",
6230,Canthan Wanderer,Default,['Permanent'],
5094,Flickering Light,Default,['Permanent'],
5181,Darkrime Delver,Default,['Permanent'],
6105,Seitung Province Insight: Zen Daijun Cat Island,Default,['Permanent'],
2532,Skritt Salvager,Default,['Permanent'],Show me the shinies!
3013,Mildly Insane,Default,['Permanent'],
5879,(Bonus) Strike Back: Whisper of Jormag,Default,['Permanent'],
7678,Legendary Cosmic Observatory Raid Encounter,Default,['Permanent'],
2179,Revenant: Salvation,Default,"['Pvp', 'Permanent']",
6559,The Aetherblade Retreat,Default,['Permanent'],
3139,Dominating the Dominator,Default,['Permanent'],It has destruction on its mind.
6224,World Class Fisher,ItemSet,"['IgnoreNearlyComplete', 'Pvp', 'RepairOnLogin', 'Permanent']","<c=@flavor>The charm of fishing is in pursuing something elusive, though attainable. It is a simple yet profound practice of hope.</c>"
7309,Black Lion Stolen Goods Recovery Event Week 3—Basic,Default,"['IgnoreNearlyComplete', 'Permanent']",The Black Lion Trading Company needs your help collecting stolen goods!
4919,Ice Breaker,Default,['Permanent'],
3321,It's Just a Game,Default,['Permanent'],"""They'd make us play for their amusement."""
4387,Readathon,Default,"['Hidden', 'RepairOnLogin', 'Permanent']","Joko didn't discourage literacy, but the choice of reading materials was somewhat constrained."
6136,Seitung Prison Springer Ride,Default,['Permanent'],"While springers excel at high jumping, taking the high road isn't always their best route."
7104,Secrets of the Obscure: Act 1 Mastery,Default,"['RepairOnLogin', 'CategoryDisplay', 'Permanent']",
1970,Daily Maguuma Jungle Lumberer,Default,['Daily'],Fueling the engines of the economy.
3853,Leave None Alive,Default,['Permanent'],"Story Instance: ""Night of Fires"""
2428,The Dreamer III: The Lover,ItemSet,"['IgnoreNearlyComplete', 'Pvp', 'Hidden', 'RepairOnLogin', 'RequiresUnlock', 'Permanent']","Desire leads to dreams, and the passions of the heart to the yearnings of the soul. Some dreams are bright, some are dark, some are for things lost, and some are for things yet to be. Gather these fragments of dreams and desires to channel into your efforts to create the legendary precursor known as The Lover."
6619,League Conqueror—2v2 Season Seven,Default,"['IgnoreNearlyComplete', 'Pvp', 'Permanent']",
752,Southsun Survival Regular,Default,"['Pvp', 'Repeatable', 'Permanent']",Only the strong survive.
8682,Rolling Competitor: Shoreside Sprint,Default,['Permanent'],
4181,Daily Blood in the Water,Default,['Daily'],
6786,Scarlet's End,Default,['Permanent'],
812,Monthly Living World Category Completionist,Default,['Monthly'],
970,Advanced Mists Invasion Defender,Default,['Permanent'],
2816,Daily PvP Matches Played in Unranked or Ranked Arena,Default,"['Pvp', 'Daily']","Win or lose, you see it through to the end."
6119,Seitung Province Insight: Camp Peaks,Default,['Permanent'],
8500,Ballista Expertise,Default,['Permanent'],
372,A Waddle to Remember,Default,['Permanent'],Shake things up as a baby siamoth.
4105,Track Record,Default,['Permanent'],
2948,Daily Tier 4 Aetherblade,Default,['Daily'],
5021,Daily Idols of Jormag Completer,Default,['Daily'],
4984,Icebrood Saga Reward Track (WvW),Default,"['Pvp', 'Permanent']",
1310,Marionette Dismisser,Default,['Permanent'],
3864,Crystal Oasis Explorer,Default,['Permanent'],You've explored the lush croplands and drifting sands of Crystal Oasis.
6393,Avid Saltwater Fisher,ItemSet,"['IgnoreNearlyComplete', 'Pvp', 'RepairOnLogin', 'Repeatable', 'Permanent']","<c=@flavor>The charm of fishing is in pursuing something elusive, though attainable. It is a simple yet profound practice of hope.</c>"
3120,Krackin' Karka,Default,['Permanent'],Karka thrive in this heat.
1557,WvW Spring Tournament 2014: 1st Place,Default,"['Pvp', 'Hidden', 'MoveToTop', 'Permanent']",
8567,The Wayward Wisp: Wisp Sighting,Default,"['Pvp', 'RequiresUnlock', 'Permanent']",
4082,(Annual) Dragon's Shadow,Default,"['Pvp', 'Permanent']",
2567,Firestorm Extinguisher,Default,['Permanent'],
5842,Daily Bonus Rewards: Piñata Smashing,Default,"['Pvp', 'Daily']",
3353,Daily Lake Doric: The Best Defense,Default,['Daily'],It's a good offense.
7987,Vialgos Vomit,Default,['Permanent'],Who cleans up after the Kryptis?
8624,Restless No More,Default,['Permanent'],
7317,Tower Snoop,Default,['Permanent'],Journal: Tower of Secrets
2945,Daily Verdant Brink Event Completer,Default,['Daily'],Scour the tree tops.
5696,Aurene Said Knock You Out,Default,['Permanent'],
7943,Room to Spare,Default,['Permanent'],
7612,WvW Rush Guard Killer,Default,"['Pvp', 'Permanent']",Champion points: 1
3673,Enemy of My Enemy,Default,['Permanent'],Journal: Enemy of My Enemy Completed
3195,Beasts Slain Quick,Default,['Permanent'],Story Instance: Frozen Out
6708,Traveler of Four Winds,Default,['Daily'],
5861,Return to the Dragonstorm,Default,"['Pvp', 'RepairOnLogin', 'CategoryDisplay', 'Permanent']",
5326,Drizzlewood Coast Insight: Meditative Falls,Default,['Permanent'],
2370,Auric Basin Explorer,Default,['Permanent'],
7056,Legendary Weapon: Incinerator,ItemSet,"['Pvp', 'RepairOnLogin', 'Permanent']",
8736,Daily Tier 2 Kinfall,Default,['Daily'],
6879,Sleuthing a Solution,Default,['Permanent'],
4110,Light Speed,Default,['Permanent'],Engage in a test of intellect developed by the Inquest.
8125,Sunken Treasure Week: Aquatic Ruins,Default,['Permanent'],
7764,Local Response: Diessa Plateau (Weekly),Default,['Permanent'],
2946,Chuka and Champawat III: Naturalist's Journal,ItemSet,"['IgnoreNearlyComplete', 'Pvp', 'Hidden', 'RepairOnLogin', 'RequiresUnlock', 'Permanent']","""I set out again with Cymbel as my guide, this time to understand. I now want these pages to capture not my greatness, but the greatness of the creature I pursued."""
3947,The Sun Is Silent for This One,ItemSet,"['Pvp', 'Hidden', 'RepairOnLogin', 'Permanent']",
4830,Arena Slayer,Default,"['Repeatable', 'Permanent']",
833,Bane of Invading Captains,Default,['Permanent'],
6337,Crushing Weight,ItemSet,"['Pvp', 'RepairOnLogin', 'Permanent']",
1190,Subject 6 Deep-Sixer,Default,['Permanent'],Make Subject 6 as tough as possible. You can handle it.
3656,Desert Highlands Insight: Palace of Aban,Default,['Permanent'],
4523,Chasing Tales: Carver the Carver,Default,"['Pvp', 'Hidden', 'RepairOnLogin', 'RequiresUnlock', 'Permanent']",
3320,Dance Club,Default,"['Hidden', 'Permanent']","It was all a blur to him, though."
1746,Winter's Weapon Collection,ItemSet,"['IgnoreNearlyComplete', 'Pvp', 'RepairOnLogin', 'Permanent']",<c=@flavor>Show your celebratory Wintersday side all year around!</c>
1136,Tower Explorer,Default,['Permanent'],
469,Krytan Killer,Default,['Daily'],Enemies of Kryta.
4971,Divide by Zero,Default,['Permanent'],
4856,Bonus Event: World Boss Rush,Default,"['Hidden', 'Repeatable', 'Permanent']",Defeat world bosses around Tyria to earn bonus rewards!
5291,"""No Quarter"" Mastery",Default,"['Pvp', 'RepairOnLogin', 'CategoryDisplay', 'Permanent']",
596,Southsun Shipwreck Sample Collection,Default,['Permanent'],Collect a sample from a shipwreck on the east end of Southsun Shoals.
5043,Bjora Marches Insight: Asgeir's Legacy,Default,['Permanent'],
5877,Return to The End,Default,['Permanent'],
4584,Chasing Tales: Thundering Blow,Default,"['Hidden', 'Permanent']",Katarin's foes learned to mistrust the ground beneath their feet.
5550,League Slayer—2v2 Season Three,Default,"['IgnoreNearlyComplete', 'Pvp', 'Permanent']",
4990,Under Her Wing,Default,['Permanent'],
5649,Daily Bloodtide Coast Dragon Response Mission,Default,['Daily'],
4025,Daily Domain of Istan Awakened Slayer,Default,['Daily'],
6990,Knowledge of the Elders,ItemSet,"['Pvp', 'RepairOnLogin', 'Permanent']",
2191,Daily Fractal Adept,Default,['Daily'],
3264,Nothing but Broken Toys,Default,"['Pvp', 'Permanent']",50 waves...of DEATH.
6862,Party Animal,Default,"['Hidden', 'Permanent']",
394,Fancy Footwork,Default,['Permanent'],You can't be caught that easily.
8081,Free Kryptis Essence: Master,Default,"['Hidden', 'Permanent']",
2201,Prisoners of the Dragon,Default,['Permanent'],Journal: Prisoners of the Dragon Completed
4091,The Charge,Default,['Permanent'],Journal: The Charge
7026,Master of the Rifts,Default,"['CategoryDisplay', 'MoveToTop', 'Permanent']",Master your own fear. Only then can you defeat a king.
7646,Time Unwaiting,Default,"['Pvp', 'Permanent']",
3357,Dusk's Champion,Default,"['Pvp', 'CategoryDisplay', 'Permanent']",Do you have what it takes to battle alongside a champion?
7674,Malchor's Leap Rift Hunting,Default,['Permanent'],
8527,Local Response: Forging Steel (Weekly),Default,['Permanent'],
4399,Daily Jahai Bluffs Branded Awakened Champions Defeater,Default,['Daily'],
4642,Warclaw Companion,Default,"['CategoryDisplay', 'Permanent']",It takes a strong will to master the warclaw.
9035,Old Magic: Silver,Default,['Permanent'],
7815,Eventide's March,Default,['Permanent'],Journal: Eventide's March
8239,It's Going to Be a Long Day,Default,['Permanent'],Journal: Strangers among Lands
3216,Precocious Aurene,Default,['Permanent'],Journal: Precocious Aurene Completed
6505,Aquatic Treasure Collector,ItemSet,"['Pvp', 'RepairOnLogin', 'Permanent']",
6620,Viewing Vistas,Default,['Permanent'],
5781,Revenge of the High Sage,Default,['Permanent'],
7667,Desert Highlands Rift Hunting,Default,['Permanent'],
200,Branded Mine,Default,['Permanent'],Survive the heights of the Branded Mine.
8389,Revenge of the Doppleganger,Default,['Permanent'],
8587,Legendary Conqueror of Ura,Default,['Permanent'],
3694,Vabbian Griffon Expert: Silver,Default,['Permanent'],
1023,Shut and Locked,Default,['Daily'],
6869,Don't Mind If I Do!,Default,['Permanent'],Rama ordered all that food... Would be a shame to let it go to waste!
1535,Lost and Found,Default,['Daily'],
779,Pavilion Participant,Default,['Permanent'],
6106,Desert Isles Fisher,ItemSet,"['IgnoreNearlyComplete', 'Pvp', 'RepairOnLogin', 'Permanent']","<c=@flavor>The charm of fishing is in pursuing something elusive, though attainable. It is a simple yet profound practice of hope.</c>"
1821,No Teragriff Pack Snack,Default,['Permanent'],Story Instance: Tracking the Aspect Masters
2782,Sounds of the Season,Default,"['Pvp', 'Permanent']",Getting the right notes is harder than expected.
4024,Hollow Victory,Default,['Permanent'],You committed the ultimate betrayal. Your weakness cannot be forgiven.
7499,Fractal Rush Elite,Default,['Permanent'],
1585,Aspect Victor,Default,"['Pvp', 'Permanent']",
5453,Initiate Fractal Fighter,Default,['Weekly'],Rookie Rib Rearranger
1357,Boss Thumper XVII,Default,['Daily'],
9057,Starlit Weald Mastery,Default,"['CategoryDisplay', 'MoveToTop', 'Permanent']",
8042,Lonely Tower Fractal,Default,"['CategoryDisplay', 'MoveToTop', 'Permanent']",
1622,WvW Spring Tournament 2014: 9th Place,Default,"['Pvp', 'Hidden', 'MoveToTop', 'Permanent']",
6043,League Conqueror—Conquest Season Twenty-Nine,Default,"['IgnoreNearlyComplete', 'Pvp', 'Permanent']",
5285,Purrfect Escape,Default,['Permanent'],"Story Instance: Turnabout
It's raining cats and dogs out there.
Except the cats are Dominion ordnance, and the dogs are also Dominion ordnance."
6963,I Got a Golden Ticket,Default,['Permanent'],"Next step: discern how to swim in gold coins, which, despite how easily they slip through your fingers, remain solid rather than fluid."
6741,Selecting Crafting Disciplines,Default,['Permanent'],
3268,Finders Keepers,Default,['Permanent'],Your greed ruined someone else's Wintersday. Jerk.
9077,Project Bodyguard,Default,['Permanent'],"Never saw this in your future, did you?"
3887,Praise Joko!,Default,['Permanent'],
2689,Wings of Glory—Recruit,Default,"['IgnoreNearlyComplete', 'Pvp', 'Permanent']",Completing this achievement advances the meta-achievement Path of the Ascension I: The Thrill of Battle.
8542,Conqueror of the Lake,Default,['Permanent'],Journal: A Legacy Damned
7673,Inner Nayos Insight: Memory's Hollow,Default,['Permanent'],
6970,Skyscale Target Practice in Skywatch Archipelago: Silver,Default,['Permanent'],
4687,My Beautiful Infrastructure,Default,['Permanent'],"If rewards were not granted on completion, they can be purchased from the traveling Elonian trader in Dragonfall."
239,Slayer,Default,"['Pvp', 'Permanent']",Nothing but corpses in your wake.
8627,Home Sweet Homestead: Domain of Istan,Default,"['RepairOnLogin', 'Permanent']",Homestead violators are subject to arrest and inquisition by the Mordant Crescent.
435,Daily Reviver,Default,"['Pvp', 'Daily']",A helping hand.
7766,League Participator—Conquest Season Forty,Default,"['IgnoreNearlyComplete', 'Pvp', 'Permanent']",
2890,Daily Tier 3 Volcanic,Default,['Daily'],
2586,Improvised Weapon Collection,ItemSet,"['IgnoreNearlyComplete', 'Pvp', 'Hidden', 'RepairOnLogin', 'Permanent']",
6753,Tower Purifier,Default,['Permanent'],
1254,Nothing but Broken Toys,Default,"['Pvp', 'Hidden', 'Permanent']",50 waves...of DEATH.
5109,Still Waters Speaking,Default,['Permanent'],Journal: Still Waters Speaking Completed
3771,A Redeemer's Friend,Default,['Permanent'],The Order of Shadows has a greater plan for Redeemer Kossan—a position that only he can fill.
5272,3v3 Contender,Default,"['Pvp', 'Permanent']",
2914,Daily Caudecus's Manor,Default,['Daily'],
1802,The Annihilator,Default,['Permanent'],
9005,A Journal of Mistakes,Default,['Permanent'],Journal: Fumbling in the Dark
4594,Power Player,Default,['Permanent'],"Story Instance: Scion & Champion

Hint: A veteran ogre appears each time a crystal reaches a 50% charge."
7140,Faith Is My Shield,Default,['Permanent'],Prays (for) Joko!
46,Plant Slayer,Default,['Permanent'],These leafy monsters are now mulch.
3604,Flameseeker Prophecies,Default,['Permanent'],"Glint foretold the Fall of Orr, the Searing of Ascalon, the rise of the White Mantle, and the defeat of the Unseen Ones."
7893,Legendary Paragon,Default,"['Pvp', 'Permanent']",Your virtues are your strength.
2078,Dragon's Heart,Default,"['Pvp', 'Permanent']",
8735,Vengeance Denied,Default,['Permanent'],
7782,Inner Nayos: Defiled Cradle Savior,Default,['Permanent'],Preventing Eparch's allies from draining resources from the land.
3465,Mind Out of Time,Default,"['Hidden', 'Permanent']",Bling-9009 has received reports of your exploits and now carries new items!
3355,Lord Slayer,Default,"['Pvp', 'CategoryDisplay', 'Permanent']",A legacy earned in blood.
9195,Castoran Coral: Watching Over Water,Default,"['Pvp', 'Permanent']",
3266,A Season of Merriment,Default,"['Pvp', 'Repeatable', 'Permanent']",
5986,Treasure Hunter: Bjora Marches,Default,['Permanent'],
5750,Revenge of the Vinewrath,Default,['Permanent'],
1779,Luminescent Footwear,ItemSet,"['IgnoreNearlyComplete', 'Pvp', 'RepairOnLogin', 'Permanent']",
7687,Follow the Leader,Default,['Permanent'],
5612,Kodan Global Ranks,Default,['Permanent'],
2420,Twilight I: The Experimental Nightsword,ItemSet,"['IgnoreNearlyComplete', 'Pvp', 'RepairOnLogin', 'RequiresUnlock', 'Permanent']","All things must end, all kingdoms must perish, and every day must finish in the fall of night. Consider the finality of all things by meditating on the transience of power and glory throughout Tyria, all in order to take your first steps in creating the legendary precursor known as Dusk."
4804,Baron of the Arena,Default,"['Pvp', 'Hidden', 'RepairOnLogin', 'Permanent']",
7380,Dragon Response Delver,Default,['Permanent'],
2325,Machined Short Bow,ItemSet,"['IgnoreNearlyComplete', 'Pvp', 'Hidden', 'RepairOnLogin', 'Permanent']",
6525,Steel Lotus Weapon Collection,ItemSet,"['IgnoreNearlyComplete', 'Pvp', 'Hidden', 'RepairOnLogin', 'Permanent']",
661,The Big Boom in the Big City,Default,['Permanent'],
2213,The Minstrel II: The Perfected Focus,ItemSet,"['IgnoreNearlyComplete', 'Pvp', 'Hidden', 'RepairOnLogin', 'RequiresUnlock', 'Permanent']","Your first attempt at crafting the legendary precursor The Bard has been modestly successful but has not yet yielded the weapon you ultimately desire. This journey has only just begun. Find a teacher, research your procedures, and hone your skills before you try a second time."
9038,Truths Unearthed,Default,['Permanent'],Journal: Truths Unearthed
1936,Daily Shiverpeaks Vista Viewer,Default,['Daily'],Always on the lookout for a good view.
99,"Defending History, Informing the Future",Default,['Permanent'],You are now a full member of the Durmand Priory.
8652,(Annual) Heights of Glory,Default,['Permanent'],
1101,Toxic Alliance Slayer,Default,['Permanent'],
4063,Dedicated Gardener,ItemSet,"['IgnoreNearlyComplete', 'Pvp', 'Hidden', 'RepairOnLogin', 'Permanent']",<c=@flavor>All things have a right to grow.</c>
8516,League Slayer—Conquest Season Forty-Four,Default,"['IgnoreNearlyComplete', 'Pvp', 'Permanent']",
2491,Daily Recommended Fractal—Scale 17,Default,['Daily'],
3313,Silent Storm Defender,Default,"['Pvp', 'Permanent']",Relinquish nothing!
7159,Protector of Jade Mech Habitation Zone 03,Default,['Permanent'],Elora would be pleased.
7180,Sin-Eater,ItemSet,"['IgnoreNearlyComplete', 'Pvp', 'RepairOnLogin', 'Permanent']",
6758,Awake and Allied,Default,['Permanent'],
9102,Painter's Brilliance Weapon Collection,ItemSet,"['IgnoreNearlyComplete', 'Pvp', 'Hidden', 'RepairOnLogin', 'Permanent']",
4199,[FTT 101-107] Core Turret Dynamics,ItemSet,"['Pvp', 'RepairOnLogin', 'Permanent']",
4600,The Master of Music,Default,['Permanent'],
3417,Daily Draconis Mons Volcanic Diver,Default,['Daily'],
449,Daily Veteran Slayer,Default,"['Pvp', 'Daily']",Not your average enemy.
971,Supplies Severed,Default,['Permanent'],
8915,Priory Expedition Renown Mastery,ItemSet,"['Pvp', 'RepairOnLogin', 'Permanent']",The quest for knowledge continues.
1339,Wurm Demolitionist,Default,"['RepairOnLogin', 'Permanent']",
1948,Daily Bloodtide Coast Event Completer,Default,['Daily'],Scour the mountains.
2643,Lightbringer's Pack,ItemSet,"['IgnoreNearlyComplete', 'Pvp', 'RepairOnLogin', 'RequiresUnlock', 'Permanent']",
2376,Northern Tower Taker,Default,['Permanent'],You sure showed that tower who was boss.
5571,Daily Fields of Ruin Dragon Response Mission,Default,['Daily'],
6036,(Weekly) Halloween Festivities,Default,"['Pvp', 'Weekly']",Weekly achievement. Progress resets on Monday morning.
5512,Champion's End,Default,['Permanent'],Journal: Champion's End Completed
4374,Philanthropist,Default,"['Hidden', 'Permanent']","""Could be you or me, one of these days. Never know."" —Ira"
4649,Warclaw Gorget,Default,['Permanent'],
3148,Return of the Jade Construct,Default,['Permanent'],What's a little magma between enemies?
8290,Against the Wall,Default,['Permanent'],Journal: Against the Wall
8871,Tactical Infiltration,Default,['Permanent'],Journal: Beneath the Canopy
9040,Starlit Weald Ley Line Adventure: Bronze,Default,['Permanent'],
1067,Toxic Pollen Survival,Default,['Daily'],
8718,Demolition Expert,Default,['Permanent'],
5590,Emergency Dragon Responder: Lake Doric,Default,['Permanent'],
7634,Seitung Province Incursions,Default,['Weekly'],
4751,Daily Dragonfall Underworld Creature Slayer,Default,['Daily'],
6264,Avid Seitung Province Fisher,ItemSet,"['IgnoreNearlyComplete', 'Pvp', 'RepairOnLogin', 'Repeatable', 'Permanent']","<c=@flavor>The charm of fishing is in pursuing something elusive, though attainable. It is a simple yet profound practice of hope.</c>"
3421,Nature's Wrath,Default,['Permanent'],Beware disturbing a spirit's slumber.
2738,Path of the Ascension I: The Thrill of Battle,Default,"['IgnoreNearlyComplete', 'Pvp', 'RepairOnLogin', 'CategoryDisplay', 'Permanent']",
4959,Generation Gap,Default,['Permanent'],
6532,Voidwalker,Default,['Permanent'],
7710,Duress,Default,['Permanent'],Journal: Duress
8090,Reuniting Lost Kryptis: Silver,Default,['Permanent'],
1304,Marionette Deregulator,Default,['Permanent'],
1086,Toxic Gardener,Default,['Daily'],Aid in the destruction of toxic offshoots.
368,Coddler's Cove,Default,['Permanent'],Cuddle the hatchlings of Coddler's Cove!
1887,Daily Portmatt's Lab Jumping Puzzle,Default,"['Pvp', 'Daily']",
542,Braham - Retake Cragstead,Default,['Permanent'],"Having received no support from Rytlock or Eir, Braham enlists your help to retake Cragstead, in the Wayfarer Foothills, from the Molten Alliance."
8319,Work with a Smile,Default,['Permanent'],Life in Lowland Shore isn't all hardship. There's room for a little fun!
4832,(Annual) Piñata Pummeler,Default,['Permanent'],
1015,Shut the Doors,Default,"['Hidden', 'Permanent']",
4381,Hunted,Default,['Permanent'],
5894,Local Response: Jahai Bluffs,Default,['Permanent'],
4573,Chasing Tales: Codd the Cheerful,Default,"['Pvp', 'Hidden', 'RepairOnLogin', 'RequiresUnlock', 'Permanent']",
7525,Black Lion Stolen Goods Recovery Event Week 2—Basic,Default,"['IgnoreNearlyComplete', 'Permanent']",The Black Lion Trading Company needs your help collecting stolen goods!
9031,Solid Ground,Default,['Permanent'],Journal: Solid Ground
2383,Kudzu III: Leaf of Kudzu,ItemSet,"['IgnoreNearlyComplete', 'Pvp', 'Hidden', 'RepairOnLogin', 'RequiresUnlock', 'Permanent']","Within sight of a great volcano lies a hidden garden that you must make your own. Tame and raise the plants within this hidden garden to master their secrets, channeling that power into your efforts to create the legendary precursor Leaf of Kudzu."
7048,Sorrow's Lost,ItemSet,"['Pvp', 'RepairOnLogin', 'RequiresUnlock', 'Permanent']","Waiting Sorrow guarded these cards with her life, so why did she leave them behind...?"
5091,Timber!,Default,['Permanent'],
1061,Toxic Gardener,Default,['Daily'],Aid in the destruction of toxic offshoots.
8343,The Falling Star: Crafting List,ItemSet,"['Pvp', 'RepairOnLogin', 'Permanent']",
4906,Daily Grothmar Valley Vista Viewer,Default,['Daily'],
6684,Clockwork Invasion,Default,['Permanent'],
5303,Drizzlewood Coast Insight: Waterfall's Nexus,Default,['Permanent'],
6686,Scarlet's Playhouse,Default,['Permanent'],
7192,Wizard's Tower Trial,Default,['Permanent'],"Just a hop, skip, and...a lot of jumps away!"
7181,Sandswept Isles Incursions,Default,['Weekly'],
6098,Adept Virtuoso,Default,"['Pvp', 'Permanent']",
1759,World Contributor Round 4,Default,['Permanent'],
4968,Icebrood Saga Reward Track (PvP),Default,"['Pvp', 'Permanent']",
2237,Regurgicidal,Default,['Permanent'],"She was really nauseating, anyway."
6397,Hide-and-Seek in Arborstone,Default,['Permanent'],
4027,Library Detective,ItemSet,"['Pvp', 'Hidden', 'RepairOnLogin', 'Permanent']",
8741,Slumbering Lightborne Weapon Collector,ItemSet,"['Pvp', 'RepairOnLogin', 'Permanent']",
8577,Demise of the Blood Phenom,Default,['Permanent'],
9156,Weekly Key of Ahdashim,Default,['Weekly'],
7719,Snoren on the Job,Default,['Permanent'],Working hard or hardly working?
5774,Return to Taimi's Game,Default,['Permanent'],
1147,Fractal Fortnight: Snowblind,Default,['Permanent'],"I'm so cold, my frostbite has frostbite."
896,Boss Week: Here Be Dragons!,Default,['Daily'],
5363,Sanguine Sniper,Default,['Permanent'],Too much of a good thing?
3121,Verm the Burnin' Wurm,Default,['Permanent'],"""It's just a wurm that shoots fire. What could go wrong?""—Cami"
4766,"Mystic Forge ""Researcher"" I",Default,"['Pvp', 'Permanent']",
6409,Eternal Seitung Province Meta-Event,Default,"['IgnoreNearlyComplete', 'Repeatable', 'Permanent']",
5221,Visions of the Past: Tower Hybrid Master,Default,['Permanent'],Get a flawless victory against your enemy inside the Tower of Nightmares. [This mission is now playable in Living World Season 1: Episode 4.]
335,Dive Master,Default,['Permanent'],Leave no tides unchallenged.
4390,Run Around for No Reason: Gold,Default,['Permanent'],
5971,Ore Miner: Bjora Marches,Default,['Permanent'],
5658,Friendly Fire,Default,['Permanent'],
8450,Serpent's Wrath Weapon Collector,ItemSet,"['Pvp', 'RepairOnLogin', 'Permanent']",
1648,Dashed Advantage,Default,['Permanent'],Story Instance: Cornered
1737,Aetherized Weapon Collection,ItemSet,"['IgnoreNearlyComplete', 'Pvp', 'Hidden', 'RepairOnLogin', 'Permanent']",<c=@flavor>Join your sky pirate brothers and sisters in spirit by unlocking all the aetherized weapon skins.</c>
8602,Home Sweet Homestead: Skywatch Archipelago,Default,"['RepairOnLogin', 'Permanent']","Well then, whaddaya say we get back home?"
8423,Revenge of the Pestilent Golem (Weekly),Default,['Permanent'],
8087,Convergence Challenge Mode—Demon Knight: Silver,Default,['Permanent'],Fear not this Demon Knight.
3477,Siren's Landing Insight: Kelp Rock,Default,['Permanent'],
4526,Daily Tier 3 Siren's Reef,Default,['Daily'],
1393,Three Fronts,Default,"['Pvp', 'Permanent']",Mission: The Battle for Lion's Arch
3003,Cavalier Weapon Collection,ItemSet,"['IgnoreNearlyComplete', 'Pvp', 'Hidden', 'RepairOnLogin', 'Permanent']",
5497,Daily Brisban Wildlands Dragon Response Mission,Default,['Daily'],
3897,Roads Less Traveled,Default,['Permanent'],Sometimes it's good to stop and take a break.
8452,Arrow Cart Expertise,Default,['Permanent'],
